OrderID,OrderDate,Store,Category,SubCategory,Sales,Quantity,Discount,Profit
100491,15-06-2025,Dublin,Homeware,Storage,140.01,1,0.1,30.61
100814,09-01-2024,Galway,Grocery,Beverages,63.52,2,,14.97
102405,2025-11-01,Dublin,Electronics,Headphones,154.83,1,0,53.13
104207,06-01-2024,Dublin,Clothing,Accessories,405.31,3,0.2,24.54
102471,2024-10-11,Dublin,Clothing,Menswear,160.03,4,0,64.92
102363,18/08/2024,Limerick,Homeware,Furniture,191.67,2,0,55.57
101457,10-10-2024,Cork,Clothing,Womenswear,75.52,2,0.15,7.83
103516,08-02-2024,Cork,Grocery,Beverages,24.33,1,0.2,1.48
104271,03-07-2024,Dublin,Electronics,Headphones,274.84,1,0.05,78.95
104726,24/07/2025,Cork,Clothing,Footwear,44.79,1,0,18.15
101429,27-01-2025,Galway,Electronics,Smart Home,910.74,2,0,236.95
106365,2024-01-30,Limerick,Electronics,Smart Home,592.02,1,0,172.15
106264,13-05-2024,Cork,Electronics,TVs,265.77,1,0.1,88.73
103141,02-08-2025,Dublin,Grocery,Fresh Produce,111.67,4,0,46.37
100890,28-01-2025,Cork,Clothing,Kidswear,72.0,1,0,31.49
101330,2025-06-20,Galway,Grocery,Fresh Produce,36.61,1,0.05,7.69
102576,08/11/2024,Dublin,Electronics,Mobile Accessories,1040.99,1,0.1,327.94
102674,05-12-2024,Galway,Electronics,Mobile Accessories,3496.36,4,0,1342.3
106201,2024-03-12,Cork,Homeware,Lighting,422.4,2,0.2,26.24
101351,06-02-2025,Dublin,Electronics,TVs,497.55,1,0.2,29.28
103418,02-11-2024,Cork,Clothing,Menswear,448.11,4,0.2,75.1
104941,12/07/2025,Dublin,Grocery,Snacks,20.09,1,0.15,2.2
102064,09-12-2024,Galway,Homeware,Lighting,753.34,2,0.15,205.58
100343,2025-01-04,Galway,Grocery,Beverages,66.58,2,0.05,18.17
101291,2024-09-14,Cork,Grocery,Snacks,27.35,1,0,11.85
100332,31/01/2025,Galway,Clothing,Accessories,169.9,2,0.1,29.51
102672,2024-10-11,Dublin,Electronics,Mobile Accessories,1180.96,2,0.2,128.16
103847,18-09-2024,Dublin,Electronics,Mobile Accessories,567.62,1,0,248.72
102477,01-01-2025,Dublin,Homeware,Kitchenware,452.71,3,0.1,154.03
104065,2024-11-20,Limerick,Clothing,Footwear,135.41,4,0.1,43.44
101437,11-09-2025,Cork,Clothing,Footwear,147.21,3,0.05,58.28
106019,07/06/2024,Limerick,Clothing,Menswear,26.88,1,0.05,7.83
105064,28-12-2024,Dublin,Grocery,Bakery,36.79,1,0,12.54
101205,21/03/2024,Cork,Grocery,Fresh Produce,19.78,2,0,7.7
105342,25/03/2025,Dublin,Clothing,Footwear,273.08,2,0.05,95.97
101551,2025-07-18,Cork,Homeware,Kitchenware,87.63,1,0.1,26.2
105579,2024-12-14,Galway,Clothing,Accessories,415.0,3,0,179.37
103528,27/09/2025,Dublin,Homeware,Bedding,32.18,2,0.1,7.8
100600,2025-10-09,Dublin,Grocery,Fresh Produce,22.24,1,0.2,2.93
104613,2025-01-09,Dublin,Grocery,Dairy,36.39,2,0,11.76
105954,14/09/2024,Limerick,Clothing,Menswear,101.25,3,0.05,25.68
103229,2025-07-15,Cork,Clothing,Footwear,80.85,1,0.05,26.36
100563,2024-03-03,Dublin,Homeware,Storage,938.19,3,0.2,234.51
105038,22-01-2024,Dublin,Homeware,Bedding,55.66,1,0,17.23
101476,07/02/2025,Dublin,Electronics,Smart Home,140.81,1,0,39.1
101170,24-03-2024,Limerick,Homeware,Furniture,758.46,3,0.2,160.63
104553,12/09/2024,Dublin,Clothing,Footwear,30.36,2,0.2,6.16
106338,16-12-2025,Galway,Clothing,Womenswear,149.51,1,0.2,24.31
100236,2025-01-28,Galway,Homeware,Kitchenware,155.23,1,0,66.82
106353,2025-12-24,Dublin,Homeware,Bedding,1015.97,4,0,404.51
102423,2024-06-17,Dublin,Grocery,Beverages,35.1,1,0.2,7.43
105256,26-07-2024,Limerick,Electronics,Mobile Accessories,428.75,1,0,182.25
100922,15-03-2025,Dublin,Electronics,TVs,467.98,1,0.2,61.66
100534,2024-02-07,Dublin,Electronics,TVs,631.07,1,0,167.82
104559,18-07-2024,Galway,Electronics,TVs,170.14,2,0,67.33
101276,11/12/2024,Dublin,Homeware,Furniture,701.25,4,0.05,172.23
105378,27/10/2025,Limerick,Electronics,Smart Home,601.64,2,0.2,74.17
102632,16-11-2024,Dublin,Homeware,Kitchenware,479.8,1,0.2,110.92
103332,25/04/2024,Galway,Homeware,Furniture,119.79,3,0.2,28.76
104839,20-10-2024,Galway,Electronics,Smart Home,1299.36,3,0,516.12
102271,11/07/2025,Cork,Grocery,Fresh Produce,54.16,2,0.1,18.82
106166,2024-03-29,Dublin,Grocery,Fresh Produce,28.11,1,0.2,2.73
105122,27-11-2025,Cork,Grocery,Beverages,47.85,1,0.2,4.93
105307,2024-03-21,Dublin,Homeware,Lighting,329.59,4,0.2,39.55
102522,2024-10-01,Limerick,Clothing,Accessories,249.24,4,,111.94
103075,2025-04-18,Dublin,Homeware,Bedding,780.71,4,0.2,125.2
100738,16/03/2025,Dublin,Homeware,Kitchenware,397.83,2,0,99.96
101802,21-05-2024,Cork,Clothing,Accessories,28.71,1,0,9.81
106499,27-08-2024,Limerick,Electronics,Mobile Accessories,1300.73,3,0.2,206.75
105315,11/01/2024,Galway,Grocery,Bakery,37.04,1,0.1,12.08
103186,17/04/2025,Dublin,Homeware,Bedding,327.35,1,0,87.2
100903,25-11-2025,Limerick,Clothing,Footwear,104.08,1,0,32.54
106359,2024-03-05,Dublin,Electronics,TVs,1731.49,4,0.05,407.96
106477,2025-07-08,Limerick,Electronics,Mobile Accessories,1124.44,2,0.2,235.63
103513,25/01/2024,Dublin,Homeware,Lighting,299.14,1,0.05,96.47
106375,08-03-2024,Cork,Clothing,Kidswear,132.57,3,0,47.96
100280,10/08/2024,Dublin,Electronics,Laptops,968.27,2,0.15,216.11
101172,29-10-2024,Dublin,Clothing,Kidswear,21.1,1,0.1,5.85
100935,13/08/2024,Dublin,Grocery,Dairy,6.38,1,0,2.19
103856,2024-04-11,Dublin,Clothing,Footwear,69.07,1,0.05,16.9
101140,2025-03-15,Dublin,Clothing,Accessories,45.08,1,0.15,8.72
104693,27/07/2024,Galway,Grocery,Fresh Produce,35.77,1,0,11.36
102746,08/07/2025,Galway,Homeware,Furniture,467.94,2,0,165.69
105799,2024-08-13,Galway,Grocery,Beverages,82.75,3,0,33.14
104649,2025-06-03,Dublin,Grocery,Fresh Produce,69.18,2,0.05,23.49
106468,2024-01-13,Dublin,Homeware,Kitchenware,513.87,4,0.05,105.92
101634,31/08/2024,Galway,Grocery,Bakery,33.61,2,0.1,5.2
103718,2024-11-13,Galway,Clothing,Footwear,152.36,1,0.2,18.73
100197,2024-02-07,Limerick,Clothing,Footwear,86.61,3,,5.61
104339,2025-06-20,Dublin,Grocery,Dairy,24.32,3,0,8.91
103278,2025-09-27,Limerick,Electronics,Mobile Accessories,753.57,3,0.05,208.28
103607,13-07-2024,Cork,Homeware,Storage,195.01,1,0,59.82
106477,2025-07-08,Limerick,Electronics,Mobile Accessories,1124.44,2,0.2,235.63
102127,08-02-2025,Limerick,Homeware,Kitchenware,123.3,1,0.2,6.33
101936,2024-04-01,Cork,Clothing,Footwear,107.6,1,0.05,37.37
102016,2025-10-21,Cork,Homeware,Lighting,563.08,2,0.05,168.25
101834,06/09/2024,Limerick,Grocery,Bakery,8.98,2,0,3.98
103148,05-11-2024,Limerick,Clothing,Womenswear,646.69,4,0.2,74.95
100970,31/10/2025,Dublin,Homeware,Storage,551.07,3,0.1,121.08
103395,20-03-2025,Dublin,Clothing,Footwear,35.26,1,0.1,9.79
106312,19/04/2024,Dublin,Clothing,Footwear,30.52,1,0.1,8.43
100753,16/06/2025,Galway,Electronics,Mobile Accessories,347.78,1,0.2,32.79
101469,22/03/2025,Galway,Clothing,Menswear,56.98,1,0,22.57
103206,2025-09-04,Dublin,Electronics,Laptops,2055.65,3,0.2,216.24
104612,2025-11-25,Cork,Homeware,Furniture,360.91,1,0.05,134.93
105177,23/04/2025,Galway,Grocery,Dairy,20.54,1,0,5.81
104651,18-08-2024,Dublin,Clothing,Menswear,40.11,1,0,11.08
103273,25-09-2025,Dublin,Electronics,Mobile Accessories,1484.67,2,0,642.26
101096,06-05-2025,Cork,Homeware,Lighting,26.99,1,0,7.3
105180,04/02/2024,Dublin,Clothing,Menswear,106.77,4,0,32.2
100064,21/09/2024,Dublin,Grocery,Dairy,2.75,1,0,1.1
101316,2024-12-17,Dublin,Grocery,Beverages,28.14,2,0,9.85
105564,25/04/2024,Galway,Grocery,Snacks,26.42,2,0,10.18
101297,2024-10-10,Cork,Electronics,Mobile Accessories,513.78,3,0,152.22
102813,18-12-2024,Dublin,Grocery,Beverages,13.14,1,0.05,3.69
100224,27/02/2025,Dublin,Homeware,Bedding,33.81,2,0.1,7.92
103305,25/12/2024,Cork,Clothing,Kidswear,344.02,3,0.15,102.71
101637,11-02-2025,Cork,Electronics,Laptops,974.57,3,0.2,146.25
106355,2024-01-12,Dublin,Electronics,Laptops,106.29,1,0.15,17.94
100573,16-09-2025,Dublin,Clothing,Menswear,194.63,2,0.2,26.09
102293,2024-05-22,Dublin,Clothing,Menswear,66.86,1,0.05,15.19
104418,31-07-2025,Dublin,Electronics,TVs,180.25,2,0,53.6
100080,2025-12-11,Cork,Clothing,Accessories,16.95,1,0,6.77
105850,17-03-2024,Limerick,Clothing,Womenswear,101.16,3,0.2,22.42
104444,30/07/2024,Galway,Homeware,Bedding,190.52,1,0,59.97
101522,2024-06-16,Dublin,Grocery,Beverages,137.72,3,0.1,30.6
103130,30-09-2024,Galway,Electronics,Smart Home,1959.36,4,0,728.66
103911,20/11/2024,Dublin,Electronics,Smart Home,2272.18,3,0.15,466.16
101005,2025-09-20,Cork,Electronics,Laptops,193.1,1,0,79.45
104414,16-08-2024,Cork,Electronics,Headphones,296.46,3,0,105.31
105867,25/01/2024,Cork,Clothing,Kidswear,248.85,3,0.2,20.78
105404,2025-12-02,Cork,Electronics,Laptops,203.7,1,0,78.44
104922,18-03-2024,Dublin,Electronics,TVs,181.95,3,0,58.05
102442,2024-12-18,Dublin,Grocery,Bakery,99.14,2,,23.56
100746,08/10/2025,Limerick,Grocery,Snacks,62.21,3,0.15,11.77
101396,05-02-2024,Cork,Grocery,Dairy,30.75,1,0.1,10.42
103949,05/05/2024,Limerick,Grocery,Fresh Produce,26.4,1,0.1,6.7
100702,2024-05-13,Cork,Homeware,Storage,290.04,4,0,88.36
104478,26-08-2025,Dublin,Electronics,Mobile Accessories,349.57,2,0,155.5
102315,10/01/2025,Cork,Clothing,Footwear,55.07,1,0.1,
103234,27-02-2025,Dublin,Homeware,Furniture,232.91,1,0,
105700,25/02/2024,Limerick,Electronics,Headphones,547.29,1,0.2,117.71
104220,2025-08-04,Dublin,Clothing,Footwear,284.65,4,0,103.57
105377,04/10/2024,Limerick,Clothing,Accessories,177.68,4,0,70.1
101751,05/10/2024,Dublin,Grocery,Snacks,24.89,1,0.2,5.1
103237,28/11/2025,Galway,Clothing,Footwear,207.96,2,0,64.92
104214,2025-06-27,Cork,Electronics,TVs,66.53,3,0,19.0
102149,27/01/2024,Galway,Homeware,Lighting,136.0,2,0.15,38.52
105438,22-11-2025,Dublin,Homeware,Kitchenware,1391.72,3,0,449.98
101386,30/11/2024,Galway,Grocery,Snacks,89.32,2,0,29.88
103562,2025-08-30,Cork,Clothing,Womenswear,51.36,1,,12.57
104678,2025-10-10,Dublin,Homeware,Bedding,259.09,1,0,93.04
105951,03/11/2025,Dublin,Clothing,Kidswear,178.65,2,0,49.07
105444,2025-08-01,Cork,Homeware,Lighting,150.88,1,0.15,44.12
104751,28/06/2024,Galway,Electronics,Headphones,87.65,1,0,27.2
103995,2025-06-06,Limerick,Electronics,Smart Home,146.97,3,0,59.21
105413,13-04-2025,Cork,Homeware,Furniture,250.68,3,0.2,45.45
104849,13/05/2024,Limerick,Homeware,Furniture,81.56,1,0,27.7
103133,20/01/2024,Dublin,Grocery,Dairy,56.76,4,0.15,6.12
105127,08/06/2025,Limerick,Grocery,Dairy,92.81,3,0.05,25.63
104858,09-09-2024,Limerick,Homeware,Bedding,228.08,1,0.15,46.92
105843,19/08/2024,Cork,Homeware,Bedding,447.42,2,0.1,118.79
105067,2024-02-01,Cork,Grocery,Beverages,10.4,1,0,
100558,01-05-2025,Dublin,Clothing,Footwear,118.14,1,0.2,21.3
102846,2025-04-15,Dublin,Electronics,Mobile Accessories,686.22,1,0.1,128.91
105754,25/08/2024,Limerick,Electronics,Mobile Accessories,994.26,2,0,363.1
103717,21-08-2024,Cork,Homeware,Furniture,693.78,3,,186.27
102039,04/08/2025,Dublin,Grocery,Bakery,31.61,1,0.15,9.44
106060,04/03/2024,Cork,Grocery,Beverages,25.81,1,0.05,6.89
105936,18/06/2025,Dublin,Electronics,Laptops,1170.7,2,0,420.24
102946,2025-11-13,Dublin,Homeware,Bedding,472.5,1,0.2,33.1
103917,18-05-2024,Dublin,Electronics,Headphones,595.84,1,0.15,148.3
102449,18-12-2025,Cork,Electronics,Headphones,62.69,3,0.2,10.51
100200,04-08-2025,Galway,Homeware,Bedding,477.31,3,0.05,111.98
104350,18/12/2025,Cork,Electronics,Headphones,412.15,3,0,133.21
100293,2024-06-02,Dublin,Electronics,TVs,1817.98,3,0.15,306.98
102648,15-05-2024,Cork,Homeware,Furniture,74.56,2,0.1,12.98
104121,15-10-2024,Dublin,Homeware,Furniture,159.4,1,0,40.93
102785,13/07/2025,Cork,Homeware,Furniture,979.6,4,0,363.57
105680,24-05-2025,Cork,Homeware,Lighting,232.87,1,,69.58
101065,20/01/2025,Limerick,Homeware,Storage,430.94,2,0.2,50.95
104342,14/12/2025,Galway,Homeware,Lighting,100.88,2,,23.45
104623,25-07-2024,Dublin,Homeware,Kitchenware,95.56,1,0,35.37
100735,02/03/2025,Galway,Grocery,Snacks,129.56,4,0,42.19
104831,2024-01-28,Galway,Homeware,Kitchenware,331.9,2,0.05,105.95
104811,20/07/2024,Cork,Grocery,Beverages,75.12,2,0.05,29.89
106396,03-02-2025,Galway,Homeware,Storage,174.2,1,0.05,37.5
106026,14/03/2025,Dublin,Electronics,Smart Home,699.06,1,0.15,76.87
101486,03-10-2024,Dublin,Homeware,Storage,270.64,2,0.05,90.18
101220,09/04/2024,Dublin,Electronics,Smart Home,1350.1,2,0.2,271.44
105963,17-05-2025,Galway,Grocery,Fresh Produce,42.52,4,0,15.87
100461,2025-10-17,Galway,Grocery,Snacks,51.98,2,0.05,11.97
103171,25/03/2024,Dublin,Clothing,Accessories,89.81,1,0,32.07
102143,2024-03-15,Galway,Grocery,Snacks,55.06,2,0,22.99
105089,2024-12-28,Dublin,Clothing,Footwear,123.95,1,0.15,14.05
100470,10/01/2024,Galway,Grocery,Dairy,10.79,1,0.1,2.97
104575,2025-09-02,Galway,Electronics,Mobile Accessories,230.19,1,0.1,76.84
100209,11-03-2024,Limerick,Clothing,Menswear,40.15,1,0.2,8.95
102603,2025-09-01,Galway,Electronics,Mobile Accessories,564.62,1,,223.12
106421,11/11/2025,Dublin,Electronics,Headphones,1560.86,4,0,474.0
106260,2025-09-28,Dublin,Clothing,Womenswear,121.53,1,0.1,25.44
100204,10-04-2025,Galway,Grocery,Snacks,57.34,2,0.2,8.17
104225,2024-11-28,Dublin,Homeware,Lighting,23.63,1,0,6.96
101862,03/03/2025,Galway,Clothing,Footwear,114.85,1,0.05,40.57
100818,2025-03-05,Cork,Clothing,Accessories,83.12,2,0,27.97
101876,2024-05-26,Dublin,Grocery,Dairy,18.96,1,0.2,3.05
100021,04-04-2025,Dublin,Homeware,Furniture,663.14,4,0,239.64
105762,19-09-2025,Limerick,Grocery,Bakery,44.4,4,0,11.32
101185,16-10-2024,Galway,Clothing,Accessories,52.11,1,0,18.36
103151,22/07/2025,Galway,Homeware,Bedding,255.58,2,0.1,86.37
105876,31-10-2024,Galway,Homeware,Lighting,182.28,1,0,50.73
104722,2025-06-04,Limerick,Homeware,Furniture,398.5,2,0,135.83
104360,2024-02-28,Dublin,Homeware,Kitchenware,111.66,2,0.1,36.55
100355,2025-04-19,Limerick,Clothing,Menswear,210.08,2,0.1,33.85
102660,21-11-2025,Cork,Homeware,Bedding,236.96,2,0,101.77
102755,10/08/2024,Limerick,Grocery,Snacks,41.11,2,,16.13
104861,05/11/2024,Dublin,Homeware,Bedding,484.06,2,0,204.65
105254,08/04/2024,Limerick,Clothing,Accessories,65.35,1,0,27.4
105550,05-04-2025,Limerick,Grocery,Beverages,16.37,2,0.05,
100367,16-10-2024,Dublin,Electronics,Smart Home,171.52,1,0.2,33.86
104453,2025-04-22,Galway,Electronics,Mobile Accessories,277.47,3,0,114.15
103758,17/05/2025,Galway,Homeware,Storage,256.66,2,0,99.19
100008,27-02-2024,Dublin,Electronics,Mobile Accessories,317.09,1,0,84.78
101211,2024-04-10,Dublin,Clothing,Footwear,186.13,3,0,60.72
100874,21/10/2025,Dublin,Clothing,Accessories,267.31,2,0.2,54.35
106246,21-09-2024,Dublin,Clothing,Menswear,19.1,1,0.05,4.86
106135,14/03/2025,Dublin,Grocery,Dairy,14.89,1,0,6.68
101372,29-03-2025,Dublin,Electronics,Headphones,155.15,1,0,65.35
104041,19/06/2025,Dublin,Grocery,Beverages,135.14,3,0,43.29
105393,07-05-2024,Dublin,Electronics,TVs,64.83,1,0,19.49
105702,23/09/2025,Dublin,Electronics,Laptops,665.67,1,0.05,243.8
106500,2025-06-07,Cork,Homeware,Kitchenware,528.76,2,0.2,44.42
103023,2024-01-15,Cork,Grocery,Snacks,28.18,2,0.05,6.9
102013,09-01-2025,Cork,Grocery,Bakery,53.24,4,0.1,10.84
103030,2025-12-20,Dublin,Electronics,TVs,2473.68,3,0.05,749.08
104519,06/10/2025,Dublin,Grocery,Snacks,28.2,1,0.2,2.92
100969,2024-02-08,Dublin,Homeware,Lighting,113.3,3,0,29.39
102968,2024-12-04,Galway,Electronics,Smart Home,706.58,1,0.2,41.45
104737,25/07/2025,Cork,Electronics,TVs,517.12,2,0,140.82
103384,30-08-2024,Limerick,Homeware,Kitchenware,196.7,1,0,61.54
103854,2025-03-16,Galway,Clothing,Footwear,21.48,1,0,6.6
103132,28-03-2024,Dublin,Grocery,Fresh Produce,26.06,1,0,9.58
105985,2025-05-11,Galway,Clothing,Womenswear,19.32,2,0.15,3.36
105030,15-11-2024,Galway,Grocery,Fresh Produce,71.76,2,0,22.1
102109,05-03-2025,Limerick,Clothing,Accessories,25.06,1,0,10.84
102038,27/06/2025,Cork,Clothing,Footwear,47.32,2,0,19.24
104544,2025-07-03,Cork,Grocery,Bakery,5.56,2,0,1.95
104371,2025-08-23,Galway,Homeware,Furniture,497.9,2,0,214.76
106069,15/10/2025,Dublin,Clothing,Menswear,226.5,2,0.1,79.18
101633,22/03/2024,Cork,Homeware,Bedding,206.63,1,0.1,65.57
100916,2024-07-05,Cork,Grocery,Fresh Produce,118.8,3,0.2,19.26
104721,30/12/2024,Galway,Electronics,Smart Home,677.77,1,0.1,194.39
102249,13/01/2024,Dublin,Homeware,Furniture,186.66,1,0.1,29.96
100239,29/12/2025,Galway,Homeware,Lighting,142.58,1,0,64.01
103248,26/09/2024,Dublin,Electronics,Headphones,607.53,1,0,161.36
101336,09-03-2024,Dublin,Grocery,Bakery,43.53,1,0.15,6.83
106191,23-05-2024,Dublin,Homeware,Furniture,999.15,3,0.05,287.72
103408,25-03-2025,Dublin,Electronics,Mobile Accessories,525.64,2,0.15,88.29
105145,18/08/2024,Dublin,Electronics,Mobile Accessories,1531.7,4,0,498.62
104781,2025-08-29,Dublin,Electronics,Mobile Accessories,33.15,1,0.15,9.47
101416,02/01/2024,Limerick,Electronics,TVs,1094.24,2,0.1,174.61
101621,17-07-2025,Dublin,Clothing,Kidswear,61.62,1,0.2,12.74
101596,18/09/2025,Galway,Clothing,Kidswear,119.04,1,0.05,24.74
101761,22/11/2024,Limerick,Homeware,Storage,340.94,1,0.05,127.45
106283,2025-06-07,Cork,Electronics,Smart Home,256.83,2,0,68.94
105639,2025-09-12,Dublin,Electronics,Smart Home,87.79,2,0.2,7.91
104189,26/11/2024,Dublin,Clothing,Footwear,46.17,3,0.2,3.5
100257,21-07-2024,Cork,Clothing,Footwear,8.5,1,0,3.35
102455,30-04-2024,Cork,Grocery,Snacks,23.15,1,0.1,4.59
105054,07-11-2024,Limerick,Grocery,Snacks,32.84,1,0,10.26
104778,06-07-2025,Galway,Grocery,Snacks,21.53,1,0.1,4.46
106023,08/11/2024,Dublin,Homeware,Furniture,233.82,1,0,102.77
106224,2024-02-20,Galway,Grocery,Dairy,109.26,3,0.1,30.37
100820,07-04-2025,Cork,Grocery,Fresh Produce,25.53,3,0.1,8.03
104151,04/05/2025,Galway,Electronics,TVs,64.57,1,0.2,5.17
101206,2024-06-08,Cork,Homeware,Storage,223.94,2,0.05,44.97
103707,08-03-2025,Dublin,Clothing,Kidswear,101.59,1,0.15,10.18
102804,07/11/2024,Dublin,Electronics,Laptops,956.82,1,0,413.96
103243,10-07-2024,Cork,Grocery,Fresh Produce,39.43,1,0,14.86
106284,09-03-2024,Cork,Clothing,Kidswear,69.17,1,0,24.11
105988,2024-07-29,Limerick,Grocery,Bakery,20.64,1,0,7.78
101427,01/05/2024,Cork,Grocery,Snacks,4.8,2,0,1.83
104293,2024-04-09,Dublin,Grocery,Beverages,30.89,1,0.2,2.89
103346,2024-04-05,Galway,Clothing,Footwear,100.38,1,0,32.94
101808,13-10-2024,Dublin,Electronics,Smart Home,1610.51,4,0.1,504.81
100158,31/12/2024,Limerick,Electronics,Mobile Accessories,1096.26,4,0,397.51
105329,07/04/2024,Dublin,Homeware,Lighting,563.45,3,0.1,134.55
102052,02/05/2024,Galway,Clothing,Kidswear,379.48,4,0.2,92.2
100336,2025-06-19,Galway,Electronics,Smart Home,237.06,2,0.1,55.35
100163,24-03-2025,Dublin,Electronics,Laptops,588.31,1,0,219.69
103511,2025-12-16,Galway,Grocery,Dairy,43.26,2,0.15,8.59
101369,08-06-2024,Cork,Clothing,Kidswear,96.05,1,0.1,31.27
101366,10/03/2025,Dublin,Grocery,Bakery,130.51,3,0,44.31
106047,2024-05-18,Cork,Electronics,TVs,240.04,1,,63.86
101112,10-12-2024,Cork,Electronics,Headphones,54.75,1,0.05,11.93
105246,03-08-2024,Dublin,Electronics,Headphones,380.58,3,0,152.58
102891,04-09-2024,Dublin,Homeware,Kitchenware,413.21,3,0.1,104.87
101903,04/06/2025,Galway,Clothing,Womenswear,215.82,3,0.05,57.98
103480,25/09/2025,Dublin,Electronics,Headphones,591.02,1,0.05,223.92
102410,25/08/2024,Dublin,Electronics,Mobile Accessories,889.96,2,0.05,289.96
103432,10-07-2025,Dublin,Homeware,Lighting,294.95,4,0.1,95.88
100886,02-07-2024,Limerick,Electronics,TVs,862.62,2,0.05,177.75
105268,2024-03-12,Dublin,Homeware,Kitchenware,93.91,3,0.15,20.56
100850,21-01-2024,Galway,Clothing,Menswear,92.99,1,0.1,22.56
101919,16/08/2024,Dublin,Electronics,Mobile Accessories,1161.21,3,0,480.92
101639,05/03/2025,Dublin,Grocery,Snacks,109.74,3,0.1,28.8
103620,01/10/2024,Cork,Electronics,Laptops,942.44,4,0,330.99
106489,2024-09-08,Dublin,Clothing,Menswear,34.29,3,0.15,9.75
104335,2025-08-12,Limerick,Grocery,Snacks,8.47,1,0.05,
103744,28/05/2025,Cork,Electronics,Smart Home,285.2,1,0.15,36.61
104802,2025-01-15,Dublin,Homeware,Bedding,617.66,2,0,161.53
101075,14-06-2025,Limerick,Grocery,Snacks,61.22,2,0.15,7.45
102292,06/05/2024,Cork,Clothing,Menswear,86.54,2,0.05,34.41
105559,2025-03-04,Dublin,Homeware,Storage,226.99,1,0,61.12
105889,2024-10-23,Dublin,Grocery,Dairy,14.35,2,0.1,2.39
103561,03-12-2024,Limerick,Homeware,Kitchenware,213.35,1,0,71.55
103616,2024-11-01,Cork,Clothing,Menswear,193.9,2,0.2,28.57
100679,10-11-2025,Cork,Homeware,Lighting,354.68,2,0.1,
100676,07-01-2025,Limerick,Homeware,Lighting,777.12,4,0,219.09
106034,07-05-2025,Limerick,Clothing,Womenswear,74.62,1,0.05,19.23
103527,28/08/2024,Dublin,Grocery,Dairy,71.28,2,0.1,14.66
105369,27-09-2025,Dublin,Grocery,Snacks,21.78,1,0.05,8.63
105178,27-10-2024,Cork,Clothing,Menswear,176.34,2,0.05,45.09
105940,23-04-2024,Cork,Electronics,Smart Home,154.62,1,0.05,54.66
100892,05/11/2025,Limerick,Homeware,Storage,296.25,1,0.1,77.19
106064,2024-05-07,Dublin,Grocery,Dairy,136.72,3,0.15,35.91
103662,2024-09-28,Limerick,Grocery,Beverages,47.62,1,0.05,12.94
104625,2024-04-03,Galway,Homeware,Kitchenware,293.01,1,0.1,79.24
101846,2024-01-07,Dublin,Clothing,Womenswear,87.81,4,0.1,17.99
103256,15-01-2024,Dublin,Homeware,Kitchenware,1015.54,3,0.15,126.36
103942,2025-07-02,Dublin,Grocery,Snacks,70.1,3,0,21.14
101441,25-08-2024,Dublin,Grocery,Bakery,59.37,2,0,22.3
103787,2024-12-11,Galway,Homeware,Lighting,184.21,2,0,52.54
104455,2025-11-01,Galway,Homeware,Kitchenware,773.6,3,0,302.58
100593,12-03-2024,Cork,Electronics,Smart Home,1366.97,4,0.2,209.95
103563,17/12/2025,Cork,Electronics,Smart Home,447.76,1,0.1,82.67
105000,2025-07-06,Limerick,Clothing,Accessories,118.28,1,0,46.05
101805,16/02/2024,Dublin,Homeware,Kitchenware,293.28,1,0,
106274,29-11-2025,Limerick,Homeware,Furniture,165.97,1,0,62.54
102302,2024-07-09,Dublin,Grocery,Snacks,23.67,1,0,6.63
102745,15/07/2024,Galway,Electronics,Mobile Accessories,1154.25,3,0.15,310.44
105723,11-10-2024,Limerick,Clothing,Menswear,158.31,3,0.05,43.23
101790,09/05/2025,Dublin,Homeware,Bedding,233.01,2,0.2,12.47
105174,05-02-2024,Dublin,Homeware,Storage,963.72,3,0,271.1
103224,25/09/2025,Cork,Grocery,Dairy,62.6,4,0.15,13.23
100362,2024-12-11,Cork,Homeware,Furniture,836.86,2,0,251.04
100913,2024-11-08,Limerick,Electronics,Smart Home,3263.74,4,0.05,1267.97
102303,2025-05-05,Dublin,Homeware,Bedding,800.4,4,0.05,273.88
106435,18/08/2024,Dublin,Grocery,Bakery,8.18,3,0,3.0
104608,2024-04-12,Cork,Electronics,Laptops,194.1,1,0,49.99
100124,20/02/2024,Galway,Grocery,Snacks,54.3,2,0.1,14.2
105454,26/08/2024,Dublin,Homeware,Kitchenware,1052.42,4,0.2,73.02
101340,12/07/2024,Galway,Grocery,Fresh Produce,23.61,1,0,6.57
102071,24/08/2025,Dublin,Electronics,Laptops,1822.46,3,0.15,540.54
101188,18-10-2024,Dublin,Clothing,Menswear,85.63,2,0,35.73
102173,2024-12-21,Cork,Homeware,Kitchenware,261.13,4,0,78.2
102333,25/07/2024,Dublin,Clothing,Accessories,137.76,1,0.1,26.85
103481,10-12-2025,Dublin,Grocery,Fresh Produce,60.89,1,0.15,6.26
105737,01-11-2024,Dublin,Grocery,Dairy,96.12,2,0.15,21.44
105450,23-11-2024,Cork,Clothing,Womenswear,50.46,1,0.15,12.36
102167,2025-11-12,Galway,Electronics,TVs,3499.38,4,0,1158.28
105018,02-08-2025,Cork,Homeware,Kitchenware,96.39,3,0.15,14.82
106424,29-06-2024,Galway,Homeware,Lighting,232.34,1,0.15,37.66
102113,2025-06-24,Cork,Clothing,Accessories,21.2,2,0.05,7.38
